source_path,destination_path,database,module,purpose,classification,execution_status,notes
sql/extract/proposal/proposal_numbers_ascending.sql,oracle/sql/extract/proposal/proposal_numbers_ascending.sql,Oracle,Proposal,"Minimal, narrowly-scoped candidate-enumeration query for --create-batch's production selection mode only - deliberately NOT part of the 8-dataset Proposal extraction/load sequence (hence no",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/reference/01_unit_administrator_type.sql,oracle/sql/extract/reference/01_unit_administrator_type.sql,Oracle,Reference data,Full reference-data load: 11 rows as of live verification against BU's real Oracle instance. DEFAULT_GROUP_FLAG='C' is the exact filter Award.initCentralAdminContacts() applies in Java - see,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/reference/02_unit.sql,oracle/sql/extract/reference/02_unit.sql,Oracle,Reference data,"Full reference-data load: ~5,115 rows as of live verification. UNIT is Kuali's shared organizational-unit master, referenced (never duplicated) by Award.LEAD_UNIT_NUMBER - already archived on",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/reference/03_unit_administrator.sql,oracle/sql/extract/reference/03_unit_administrator.sql,Oracle,Reference data,"Full reference-data load: ~998 rows / ~128 distinct person_ids as of live verification. This is the exact table Award.initCentralAdminContacts() queries (UnitService.retrieveUnitAdministratorsByUnitNumber, an equality",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/reference/04_rolodex.sql,oracle/sql/extract/reference/04_rolodex.sql,Oracle,Reference data,"Full reference-data load: ~12,481 rows as of live verification. ROLODEX is Kuali's external-contact-card table, referenced by AWARD_SPONSOR_CONTACTS.ROLODEX_ID (never duplicated per Award).",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/reference/05_person.sql,oracle/sql/extract/reference/05_person.sql,Oracle,Reference data,"Targeted read only (via OracleDataSource.read_filtered(column=""PERSON_ID"", ...)), never a full-table scan - KRIM_PRNCPL_T covers every BU affiliate and would be enormous. Confirmed live: no PERSON/KC_PERSON table exists",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/reference/06_comment_type.sql,oracle/sql/extract/reference/06_comment_type.sql,Oracle,Reference data,"Full reference-data load - a small, bounded lookup table. Real BU row count/codes not yet verified live (see database/migrations/V057's own header comment) - do not assume the generic Kuali Coeus demo codes/descriptio...",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/reference/07_custom_attribute.sql,oracle/sql/extract/reference/07_custom_attribute.sql,Oracle,Reference data,Full reference-data load - 105 rows as of live verification against BU's real Oracle instance. CUSTOM_ATTRIBUTE has no ACTIVE flag or sort order of its own - both are properties of CUSTOM_ATTRIBUTE_DOCUMENT,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/reference/08_custom_attribute_document.sql,oracle/sql/extract/reference/08_custom_attribute_document.sql,Oracle,Reference data,"Full reference-data load - 146 rows as of live verification against BU's real Oracle instance, across every DOCUMENT_TYPE_CODE (not filtered to any one domain, so Award/Negotiation/Subaward's own",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/schema/001_archive_schema.sql,"",PostgreSQL,Cross-module/platform,001 archive schema,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
sql/schema/002_load_tracking.sql,"",PostgreSQL,Cross-module/platform,002 load tracking,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
sql/schema/003_reference_tables.sql,"",PostgreSQL,Reference data,003 reference tables,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
sql/schema/004_research_record.sql,"",PostgreSQL,Cross-module/platform,004 research record,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
sql/schema/005_record_relationships.sql,"",PostgreSQL,Cross-module/platform,005 record relationships,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
sql/schema/006_irb.sql,"",PostgreSQL,IRB,006 irb,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
sql/schema/007_business_modules.sql,"",PostgreSQL,Cross-module/platform,007 business modules,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
sql/schema/008_documents.sql,"",PostgreSQL,Cross-module/platform,008 documents,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
sql/verify/negotiation_load.sql,postgres-reference/sql/verify/negotiation_load.sql,PostgreSQL,Negotiation,PostgreSQL verification for a completed Negotiation archive load.,PostgreSQL archive query that may still provide useful business logic,Requires adaptation; read-only PostgreSQL reference against the Research Archive archive schema,Read-only business/reconciliation logic. Assumes Research Archive PostgreSQL archive tables and requires mapping to the Huron exchange target model.
sql/verify/subaward_attachment_archive.sql,postgres-reference/sql/verify/subaward_attachment_archive.sql,PostgreSQL,Subaward,PostgreSQL metadata verification for archived Subaward attachment files.,PostgreSQL archive query that may still provide useful business logic,Requires adaptation; read-only PostgreSQL reference against the Research Archive archive schema,Read-only business/reconciliation logic. Assumes Research Archive PostgreSQL archive tables and requires mapping to the Huron exchange target model.
sql/verify/subaward_load.sql,postgres-reference/sql/verify/subaward_load.sql,PostgreSQL,Subaward,PostgreSQL verification for a completed Subaward archive load.,PostgreSQL archive query that may still provide useful business logic,Requires adaptation; read-only PostgreSQL reference against the Research Archive archive schema,Read-only business/reconciliation logic. Assumes Research Archive PostgreSQL archive tables and requires mapping to the Huron exchange target model.
sql/views/001_dashboard_views.sql,"",PostgreSQL,Cross-module/platform,001 dashboard views,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
